relatienummer,rapportageset,formulier_id,volgnummer,periode,inzendmoment,laad_dts,eind_dts,categorie,relatienaam,verkorte_naam,toezichtklasse,activiteitstatus,hoofdcategorie,subcategorie,ziektekosten,rechtsopvolger,concern_id,concern_naam,rapportageID,A,R0110C0020,R0120C0020,R0210C0020,R0221C0020,R0230C0020,R0231C0020,R0240C0020,R0250C0020,R0261C0020,R0270C0020,R0271C0020,R0280C0020,R0291C0020,R0292C0020,R0293C0020,R0294C0020,R0295C0020,R0296C0020,R0297C0020,R0298C0020,R0300C0020,R0410C0020,R0412C0020,R0413C0020,R0414C0020,R0430C0020,R0440C0020,R0450C0020,R0461C0020,R0462C0020,R0480C0020,R0481C0020,R0482C0020,R0483C0020,R0500C0020,R0610C0020,R0620C0020,R0110C0030,R0120C0030,R0210C0030,R0250C0030,R0291C0030,R0292C0030,R0300C0030,R0410C0030,R0412C0030,R0413C0030,R0414C0030,R0430C0030,R0440C0030,R0450C0030,R0461C0030,R0462C0030,R0480C0030,R0481C0030,R0482C0030,R0483C0030,R0610C0030,R0620C0030,R0110C0040,R0120C0040,R0210C0040,R0221C0040,R0230C0040,R0231C0040,R0240C0040,R0250C0040,R0261C0040,R0270C0040,R0271C0040,R0280C0040,R0291C0040,R0292C0040,R0293C0040,R0294C0040,R0295C0040,R0296C0040,R0297C0040,R0298C0040,R0300C0040,R0410C0040,R0412C0040,R0413C0040,R0414C0040,R0430C0040,R0440C0040,R0450C0040,R0461C0040,R0462C0040,R0480C0040,R0481C0040,R0482C0040,R0483C0040,R0610C0040,R0620C0040,R0110C0050,R0120C0050,R0210C0050,R0250C0050,R0291C0050,R0292C0050,R0300C0050,R0410C0050,R0412C0050,R0413C0050,R0414C0050,R0430C0050,R0440C0050,R0450C0050,R0461C0050,R0462C0050,R0480C0050,R0481C0050,R0482C0050,R0483C0050,R0610C0050,R0620C0050,R0110C0070,R0120C0070,R0210C0070,R0250C0070,R0291C0070,R0292C0070,R0300C0070,R0410C0070,R0412C0070,R0413C0070,R0414C0070,R0430C0070,R0440C0070,R0450C0070,R0461C0070,R0462C0070,R0480C0070,R0481C0070,R0482C0070,R0483C0070,R0610C0070,R0620C0070,PAGEs2c_AO,R0220C0020,R0260C0020,R0460C0020,R0470C0020,R0460C0030,R0470C0030,R0220C0040,R0260C0040,R0460C0040,R0470C0040,R0460C0050,R0470C0050,R0460C0070,R0470C0070,R0290C0020,R0411C0020,R0290C0030,R0411C0030,R0290C0040,R0411C0040,R0290C0050,R0411C0050,R0290C0070,R0411C0070
W0319,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,07APR2022:23:51:27,08APR2022:19:17:22,08APR2022:19:17:21,"Schade, exclusief zorg",N.V. Schadeverzekeringsmaatschappij Maas Lloyd,Maas Lloyd Schadeverzekeringsmaatschappij N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R187600,Dutch Insurance Group B.V.,2762010000,,25485219.78,25485219.78,,,,,,,,,,,,,,,,,,,7175000.0,6104434.99,,,,,,,,,,,,,29320771.89,4724633.7,4724633.7,15222366.14,15222366.14,,,,,,,,,,,,,,,,,,,3963508.69,3963508.69,25576970.32,24792488.69,,,,,,,,,,,,,,,,,,,5381250.0,5818437.87,,,,,,,,,,,,,5905792.13,3543475.28,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,15298815.71,14778479.81,,,,,,,,,,,,,,,,,,,4954385.86,2972631.52,No,,,,,,,,,,,,,,,,,,,,,,,,
L0017,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,08APR2022:08:09:13,08APR2022:19:17:22,01JAN5999:00:00:00,Leven,Goudse Levensverzekeringen N.V.,Goudse Levensverzekeringen N.V.,T3,Actief,Verzekeraars,Levensverzekeraar,,,C0007,De Goudse N.V.,2762150000,,2397236603.19,2397236603.19,739012172.62,739012172.62,0.0,,0.0,4248068.6,4248068.6,0.0,,0.0,,,,,,,,,787004338.16,1135984711.32,1135984711.32,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,1085921745.88,5790560.18,5790560.18,2081683800.89,2081683800.89,628896703.74,7863197.68,0.0,0.0,530233451.72,575160503.23,575160503.23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,5145010.100036,5145010.100036,2416087213.1,2271044957.3,732029640.465906,732029640.465906,0.0,,0.0,4207930.86,4207930.86,0.0,,0.0,,,,,,,,,772263503.62,1102723366.63426,1101570276.63426,1153090.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,7238200.225,4342920.135,2105757423.95,1932012836.67,633523528.77,3571212.15,0.0,0.0,530298509.91,575365134.42,575365134.42,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,6431262.625045,3858757.575027,2105757423.95,1932012836.67,633523528.77,3571212.15,0.0,0.0,530298509.91,575365134.42,575365134.42,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,6431262.625045,3858757.575027,No,,,,,,,,,,,,,,,,,,,,,,,,
W0035,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,08APR2022:08:24:06,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Goudse Schadeverzekeringen N.V.,Goudse Schadeverzekeringen N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0007,De Goudse N.V.,2762200000,,820736426.309411,820736426.309411,30459165.468,30459165.468,,,,1909831.672,729620.892,1180210.78,,,,15132741.93,,,,,15132741.93,,127847679.55,352350992.45,352350992.45,,,,,,,,,,,,620287972.78,213298.812974,213298.812974,613312030.058849,613312030.058849,,,,,,,,,,,,,,,,,,,652772.897295,652772.897295,829002644.655261,760283612.366096,16484611.862286,16484611.862286,,,,1242475.817092,321911.408692,920564.4084,,,,11803538.7054,,,,,11803538.7054,,95885759.6625,328272472.043205,328272472.043205,,,,,,,,,,,,266623.516218,159974.109731,622445062.124785,559218544.368417,,,,,,,,,,,,,,,,,,,815966.121619,489579.672971,622445062.124785,559218544.368417,,,,,,,,,,,,,,,,,,,815966.121619,489579.672971,No,,,,,,,,,,,,,,,,,,,,,,,,
W0109,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,08APR2022:08:57:45,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Klaverblad Schadeverzekeringsmaatschappij N.V.,Klaverblad Schadeverzekeringsmaatschappij N.V,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0009,Coöperatie Klaverblad Verzekeringen U.A.,2762370000,,324540437.409278,324540437.409278,120622470.55,120622470.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85575841.370522,85575841.370522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386288898.520522,42660238.63,42660238.63,-15661707.299053,-15661707.299053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326916817.299084,303365512.252295,65281322.719745,65281322.719745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77676778.834172,77676778.834172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51723050.908724,33597426.351276,-11970422.521055,-24132103.33491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11970422.521055,-24132103.33491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0174,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:09:04:03,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg","Algemene Friese Onderlinge Schadeverzekeringsmaatschappij ""Zevenwouden"" U.A.","Zevenwouden U.A., Alg.Friese Onderlinge Schadeverzekeringmij",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0174,"Algemene Friese Onderlinge Schadeverzekeringsmaatschappij ""Zevenwouden"" U.A.",2762420000,,8757037.0,8757037.0,626008.45,626008.45,0.0,0.0,0.0,114378.0,114378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000.0,4781097.3,4781097.3,0.0,0.0,,,0.0,0.0,,0.0,,,,1017438.79,0.0,568180.31,2431591.8162,2431591.8162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8757799.232,8510626.2733,338798.0653,338798.0653,0.0,0.0,0.0,50463.9924,50463.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787500.0,4462474.5165,4462474.5165,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,427306.9343,2431712.077,2389506.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431712.077,2389506.1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0128,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:09:07:04,08APR2022:19:17:22,14APR2022:19:12:39,"Schade, exclusief zorg",Onderlinge Verzekering Maatschappij ZLM U.A.,"ZLM u.a., Onderlinge Verzekering Maatschappij",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0128,Onderlinge Verzekering Maatschappij ZLM U.A.,2762470000,,293884263.897218,293884263.897218,75259514.3456358,75259514.3456358,,,,30937298.9358144,30937298.9358144,,,,,,,,,,,,32817592.7,237176067.147219,237176067.147219,,,,,,,,,,,,376190472.87,45122356.7465807,45122356.7465807,107478833.657267,107478833.657267,,,,,,,,,,,,,,,,,,,,,294447093.783207,283438105.376484,40730724.7258889,40730724.7258889,,,,13649649.5671214,13649649.5671214,,,,,,,,,,,,24613194.525,223858518.775723,223858518.775723,,,,,,,,,,,,55616706.1,34628007.3970089,108474067.669469,101546037.580904,,,,,,,,,,,,,,,,,,,,,108474067.669469,101546037.580904,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1258,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:09:35:56,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Midglas N.V.,"Glasassurantie Maatschappij ""Midglas"" N.V.",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1258,Midglas N.V.,2762660000,,2230894.74,2230894.74,990814.52,990814.52,,,,331821.05,331821.05,,,,,,,,,,,,,2230894.74,2230894.74,,,,,,,,,,,,3553530.31,1044301.55,1044301.55,3619760.68,3619760.68,,,,,,,,,,,,,,,,,,,,,2234032.0,2095490.0,536232.45,536232.45,,,,146400.66,146400.66,,,,,,,,,,,,,2152524.91,2152524.91,,,,,,,,,,,,1304251.37,784351.73,3620681.82,3572781.5,,,,,,,,,,,,,,,,,,,,,3620681.82,3572781.5,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1963,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:09:49:49,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Noord-Nederland Verzekeraar N.V.,Univé Noord-Nederland Verzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0152,Coöperatie Univé Noord - Nederland U.A.,2762750000,,18640270.5799705,18640270.5799705,9754696.09376274,9754696.09376274,0.0,0.0,0.0,571564.715240627,571564.715240627,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13969840.58,13969840.58,0.0,0.0,0.0,0.0,,,,0.0,,,,4431440.41992211,0.0,4957512.09082118,9876797.290194,9876797.290194,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,18648876.9779781,17891717.0278158,5279277.24267587,5279277.24267587,0.0,0.0,0.0,252176.445143198,252176.445143198,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13043311.0482103,13043311.0482103,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,3738864.41236081,9876836.12103964,9759388.55366003,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,9876836.12103964,9759388.55366003,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1806,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:10:29:12,08APR2022:19:17:22,21APR2022:19:13:43,"Schade, exclusief zorg","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.","Onderlinge Verzekeringmaatschappij ""SOM"" U.A.",T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0121,SSO Groep,2763010000,,3971990.5435,3971990.5435,1092743.1224,1092743.1224,0.0,0.0,0.0,84742.0,84742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70049.858,2637580.6435,2637580.6435,0.0,0.0,,,0.0,0.0,,0.0,,,,2903667.1735,0.0,643195.6345,3198095.6121,3198095.6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978909.0925,3737424.8768,591396.5789,591396.5789,0.0,0.0,0.0,37388.4807,37388.4807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52537.3935,2300553.4113,2300553.4113,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,482396.7259,3203665.5903,3044678.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3203665.5903,3044678.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
H0089,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:10:33:59,08APR2022:19:17:22,21APR2022:19:13:43,Herverzekeraar,Stichtsche Onderlinge Brand-Herverzekering U.A.,Stichtsche Onderlinge Brand-Herverzekering U.A.,T3,Actief,Verzekeraars,Herverzekeraar Schade,,,C0121,SSO Groep,2763050000,,49699.0,49699.0,0.0,0.0,0.0,0.0,0.0,1602211.0,1602211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,2402211.0,0.0,0.0,842647.71,842647.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49699.0,48991.0847,0.0,0.0,0.0,0.0,0.0,706901.3597,706901.3597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,842647.71,830488.6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842647.71,830488.6576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W0164,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:10:35:29,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Onderlinge Verzekering Maatschappij Donatus U.A.,Donatus Onderlinge Verzekering Maatschappij U.A.,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0164,Onderlinge Verzekering Maatschappij Donatus U.A.,2763060000,,58241008.8338,58241008.8338,24377543.546,24377543.546,0.0,0.0,0.0,987523.9147,507240.9147,480283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200327.03,34445424.9937,34445424.9937,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,19725462.0699,-15605922.5097,-15605922.5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58806218.6381,53768659.2251,13193215.8253,13193215.8253,0.0,0.0,0.0,598417.2888,223796.5488,374620.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400245.2725,32459145.6841,32459145.6841,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,15002101.4833,-15605735.1427,-15322374.1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15605735.1427,-15322374.1412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
R161237,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:11:39:28,08APR2022:19:17:22,21APR2022:19:13:43,"Schade, exclusief zorg",Assurant Europe Insurance N.V.,,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,R161237,Assurant Europe Insurance N.V.,2763350000,,156094277.0,156094277.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,137363830.0,137363830.0,,,,,0.0,,,,,,,150542196.0,3110893.0,3870156.0,62653491.0,62653491.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,4059590.0,3004560.0,156190700.0,148174519.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,126359786.0,126359786.0,,,,,0.0,,,,,,,3888616.0,2902617.0,62677450.0,61278352.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,5074488.0,2253420.0,62677450.0,61278352.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,5074488.0,2253420.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1976,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:11:38:59,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Univé Het Groene Hart Brandverzekeraar N.V.,Univé Zuid-Holland Brandverzekeraar N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0154,Coöperatie Univé Het Groene Hart U.A.,2763370000,,12873686.28,12873686.28,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11872780.28,11872780.28,0.0,0.0,0.0,0.0,,,,0.0,,,,11872780.28,0.0,0.0,2980942.78712004,2980942.78712004,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,12889576.2384181,12344263.8541117,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11302874.246109,11302874.246109,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,2980942.78712004,2952972.54759872,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,2980942.78712004,2952972.54759872,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
R161238,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:12:20:14,08APR2022:19:17:22,19JUN2022:19:10:13,Leven,Assurant Europe Life Insurance N.V.,,T3,Actief,Verzekeraars,Levensverzekeraar,,,R161238,Assurant Europe Life Insurance N.V.,2763640000,,4492841.0,4492841.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,11955947.0,11955947.0,2758629.0,2758629.0,,,,,,0.0,,,,,,0.0,,,,,,,3584707.0,3584707.0,4492841.0,4427573.0,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,11955947.0,11955947.0,2770473.0,2583717.0,,,,,,0.0,,,,,,0.0,,,,,,,3585248.0,3584165.0,2770473.0,2583717.0,,,,,,0.0,,,,,,0.0,,,,,,,3585248.0,3584165.0,No,,,,,,,,,,,,,,,,,,,,,,,,
W1589,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:13:18:46,08APR2022:19:17:22,18MAY2022:19:12:32,"Schade, exclusief zorg",Reis- en Rechtshulp N.V.,Reis & Rechtshulp N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,C0064,ANWB B.V.,2764110000,,154113588.18,154113588.18,34569583.64,34569583.64,,,,3632893.5,3632893.5,,,,,,,,,,,,,122024498.79,,,122024498.79,0.0,1448669.52,,,,,,,,170825091.83,397770291.9,397770291.9,56952264.93,56952264.93,,,,,,,,,,,,,,,,,,,221201588.2,221201588.2,155011627.53,146594148.13,18709058.67,18709058.67,,,,1602832.61,1602832.61,,,,,,,,,,,,,115575794.13,,,115575794.13,0.0,1251013.42,,,,,,,,429772445.77,392105694.93,56957450.64,56100016.64,,,,,,,,,,,,,,,,,,,254429965.63,216490032.28,56957450.64,56100016.64,,,,,,,,,,,,,,,,,,,254429965.63,216490032.28,No,,,,,,,,,,,,,,,,,,,,,,,,
L0155,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:13:26:05,08APR2022:19:17:22,01JAN5999:00:00:00,Leven,Waard Leven N.V.,Waard Leven N.V.,T3,Niet actief,Verzekeraars,Levensverzekeraar,,,L0155,Waard Leven N.V.,2764150000,,67338551.2548,67338551.2548,13294100.78,13294100.78,,,,0.0,,,,,0.0,0.0,,,,,,,,45447115.8006,37491061.6559,,7956054.1447,,,,,,,,,,51178367.5906,6674349.8041,6674349.8041,370838256.67,370838256.67,8450983.1799,,,,,,,,,,,,,,,,,,,,67686407.6756,63035914.2212,7194816.02,7194816.02,,,,0.0,,,,,0.0,0.0,,,,,,,,42321352.65,35100167.7682,,7221184.8859,,,,,,,,,,7838359.5141,5510340.0941,371120742.5905,367849127.7306,5124768.56,,,,,,,,,,,,,,,,,,,,371120742.5905,367849127.7306,5124768.56,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
W1767,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:13:30:11,08APR2022:19:17:22,01JAN5999:00:00:00,"Schade, exclusief zorg",Waard Schade N.V.,Waard Schade N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1767,Waard Schade N.V.,2764170000,,5654632.535,5654632.535,1150402.47,1150402.47,,,,0.0,,,,,0.0,0.0,,,,,,,,2723245.3219,2473888.4802,249356.8417,,,,,,,,,,,3873647.7919,934588.95,934588.95,2195519.3829,2195519.3829,,,,,,,,,,,,,,,,,,,,,5656202.3711,5482191.7876,622602.029,622602.029,,,,0.0,,,,,0.0,0.0,,,,,,,,2641616.2319,2402674.5431,238941.6887,,,,,,,,,,,1168236.1875,700941.7125,2195522.2042,2150120.0101,,,,,,,,,,,,,,,,,,,,,2195522.2042,2150120.0101,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
L0216,ZSOLV2JARSXX,S_26_01_01_01,2,31-12-2021,08APR2022:14:20:32,08APR2022:19:17:22,01JAN5999:00:00:00,Leven,SRLEV N.V.,SRLEV N.V.,T4,Actief,Verzekeraars,Levensverzekeraar,,,C0006,Athora Netherlands N.V.,2764600000,,43667656437.66,43667656437.66,147200082.92,147200082.92,0.0,0.0,0.0,198763226.84,198763226.84,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,808254491.29,30552741073.33,30215284893.0,,337456180.33,0.0,0.0,535897487.58,240599311.07,295298176.51,,0.0,0.0,0.0,29383219870.07,182602717.21,179483582.81,50601771889.56,50601771889.56,8284034679.64,50787804.4,,,0.0,2528857941.51,2528857941.51,,,,,,,,,,,,5695529377.79,5388674.4,44549736820.55,39132853551.71,79665223.85,79665223.85,0.0,0.0,0.0,85524679.16,85524679.16,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,610561314.89,29647753756.81,29336306127.42,,311447629.39,0.0,0.0,513468812.55,236826895.73,276641916.82,,0.0,0.0,0.0,182725244.88,128288994.65,51727299172.9,46027595610.04,8471744136.34,56299626.95,,,0.0,2559958381.24,2559958381.24,,,,,,,,,,,,5755495379.42,4041505.8,51738068132.65,46027595610.04,8471744136.34,56299626.95,,,0.0,2559958381.24,2559958381.24,,,,,,,,,,,,5755495379.42,4041505.8,No,,,,,,,,,,,,,,,,,,,,,,,,
W1031,ZSOLV2JARSXX,S_26_01_01_01,1,31-12-2021,08APR2022:14:25:57,08APR2022:19:17:22,23MAY2022:19:15:58,"Schade, exclusief zorg",de Vereende N.V.,"Verenigde Assurantiebedrijven ""Nederland"" N.V.",T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1031,de Vereende N.V.,2764650000,,66276774.88,66276774.88,8781894.26,8781894.26,0.0,0.0,0.0,1229466.78,1229466.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591710.0,1591710.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,2765201.3282,39848831.1165,39848831.1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66334978.5421,64304930.4702,4752793.3283,4752793.3283,0.0,0.0,0.0,542445.245,542445.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569426.06,1569426.06,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,2116545.7611,39881556.1481,38543100.4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39881556.1481,38543100.4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,
